skillName,simLinked,simSymba
agile project management,"Tuple{String,Float32}[(""agile project management"", 1.0), (""legal project management"", 0.833333), (""small project management"", 0.833333), (""complex project management"", 0.807692), (""digital project management"", 0.807692), (""hr project management"", 0.791667), (""sap project management"", 0.791667), (""total project management"", 0.791667), (""web project management"", 0.791667), (""systems project management"", 0.769231), (""project management"", 0.75), (""waterfall project management"", 0.75), (""offshore project management"", 0.740741), (""software project management"", 0.740741), (""multi-site project management"", 0.724138), (""multimedia project management"", 0.724138), (""editorial project management"", 0.714286), (""off-shore project management"", 0.714286), (""phases of project management"", 0.714286), (""web-based project management"", 0.714286), (""amsi property management"", 0.708333), (""research project management"", 0.703704), (""services product management"", 0.703704)]","Tuple{String,Float32}[(""project management"", 0.75)]"
iis,"Tuple{String,Float32}[(""iis"", 1.0), (""ibis"", 0.75), (""idis"", 0.75), (""imis"", 0.75), (""iris"", 0.75), (""isis"", 0.75), (""miis"", 0.75)]","Tuple{String,Float32}[]"
drilling engineering,"Tuple{String,Float32}[(""drilling engineering"", 1.0), (""building engineering"", 0.85), (""mining engineering"", 0.8), (""marketing engineering"", 0.761905), (""protein engineering"", 0.75), (""consulting engineering"", 0.727273), (""packaging engineering"", 0.714286)]","Tuple{String,Float32}[]"
healthcare industry,"Tuple{String,Float32}[(""healthcare industry"", 1.0)]","Tuple{String,Float32}[]"
ibm mainframe,"Tuple{String,Float32}[(""ibm mainframe"", 1.0)]","Tuple{String,Float32}[]"
it service management,"Tuple{String,Float32}[(""it service management"", 1.0), (""it-service-management"", 0.904762), (""service management"", 0.857143), (""guest service management"", 0.833333), (""food service management"", 0.826087), (""web services management"", 0.826087), (""health service management"", 0.8), (""insurance management"", 0.761905), (""it finance management"", 0.761905), (""it risk management"", 0.761905), (""global service management"", 0.76), (""business service management"", 0.740741), (""customer service management"", 0.740741), (""support services management"", 0.740741), (""it executive management"", 0.73913), (""it performance management"", 0.72), (""conference management"", 0.714286), (""district management"", 0.714286), (""hp service manager"", 0.714286), (""in people management"", 0.714286), (""interim management"", 0.714286), (""reference management"", 0.714286), (""reservoir management"", 0.714286), (""server management"", 0.714286), (""time line management"", 0.714286), (""timeline management"", 0.714286), (""it operations management"", 0.708333), (""mobile device management"", 0.708333), (""remote device management"", 0.708333)]","Tuple{String,Float32}[(""time-line management"", 0.714286)]"
military experience,"Tuple{String,Float32}[(""military experience"", 1.0), (""visitor experience"", 0.789474), (""media experience"", 0.736842), (""multi-state experience"", 0.727273), (""military intelligence"", 0.714286)]","Tuple{String,Float32}[]"
intelligence,"Tuple{String,Float32}[(""intelligence"", 1.0), (""webintelligence"", 0.8), (""intellisync"", 0.75), (""negligence"", 0.75), (""web intelligence"", 0.75), (""data intelligence"", 0.705882), (""risk intelligence"", 0.705882)]","Tuple{String,Float32}[]"
operational planning,"Tuple{String,Float32}[(""operational planning"", 1.0), (""personal planning"", 0.8), (""operational auditing"", 0.75), (""operational testing"", 0.75), (""operations training"", 0.75), (""regional planning"", 0.75), (""spatial planning"", 0.75), (""organizational planning"", 0.73913), (""compensation planning"", 0.714286), (""operational streamlining"", 0.708333)]","Tuple{String,Float32}[]"
database modeling,"Tuple{String,Float32}[(""database modeling"", 1.0), (""database marketing"", 0.777778), (""data modeling"", 0.764706), (""database auditing"", 0.764706), (""database mining"", 0.764706), (""database consulting"", 0.736842), (""database monitoring"", 0.736842), (""database admin"", 0.705882), (""database design"", 0.705882), (""database testing"", 0.705882), (""metadata modeling"", 0.705882)]","Tuple{String,Float32}[]"
c++ language,"Tuple{String,Float32}[(""c++ language"", 1.0), (""clean language"", 0.714286)]","Tuple{String,Float32}[]"
rdbms,"Tuple{String,Float32}[(""rdbms"", 1.0), (""ordbms"", 0.833333), (""dbms"", 0.8)]","Tuple{String,Float32}[]"
sap fico,"Tuple{String,Float32}[(""sap fico"", 1.0), (""sap fi-ca"", 0.777778), (""sap fi"", 0.75)]","Tuple{String,Float32}[]"
accounting,"Tuple{String,Float32}[(""accounting"", 1.0), (""counting"", 0.8), (""accountants"", 0.727273), (""accountedge"", 0.727273), (""discounting"", 0.727273), (""gas accounting"", 0.714286), (""ghg accounting"", 0.714286), (""sap accounting"", 0.714286), (""tax accounting"", 0.714286)]","Tuple{String,Float32}[(""accounting"", 1.0), (""tax accounting"", 0.714286)]"
sap implementation,"Tuple{String,Float32}[(""sap implementation"", 1.0), (""s&op implementation"", 0.894737), (""erp implementations"", 0.842105), (""plan implementation"", 0.842105), (""his implementation"", 0.833333), (""iso implementation"", 0.833333), (""kpi implementation"", 0.833333), (""brand implementation"", 0.8), (""itil implementation"", 0.789474), (""wms implementations"", 0.789474), (""start-up implementation"", 0.782609), (""design implementation"", 0.761905), (""global implementation"", 0.761905), (""audio implementation"", 0.75), (""campaign implementation"", 0.73913), (""research implementation"", 0.73913), (""software implementation"", 0.73913), (""strategy implementation"", 0.73913), (""global implementations"", 0.727273), (""oracle implementations"", 0.727273), (""program implementation"", 0.727273), (""service implementation"", 0.727273), (""system implementations"", 0.727273), (""standards implementation"", 0.708333)]","Tuple{String,Float32}[(""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""implementation"", 0.777778), (""strategy implementation"", 0.73913)]"
sybase,"Tuple{String,Float32}[(""essbase"", 0.714286), (""sqlbase"", 0.714286)]","Tuple{String,Float32}[]"
front-end development,"Tuple{String,Float32}[(""front-end development"", 1.0), (""front-end web development"", 0.84), (""content development"", 0.809524), (""front end developers"", 0.809524), (""route development"", 0.761905), (""assortment development"", 0.727273), (""greenfield development"", 0.727273), (""brand development"", 0.714286), (""branding development"", 0.714286), (""concept development"", 0.714286), (""contact development"", 0.714286), (""contract development"", 0.714286), (""controls development"", 0.714286), (""field development"", 0.714286), (""force development"", 0.714286), (""fund development"", 0.714286), (""green development"", 0.714286), (""growth development"", 0.714286), (""online development"", 0.714286), (""patent development"", 0.714286), (""portlet development"", 0.714286), (""print development"", 0.714286), (""process development"", 0.714286), (""profile development"", 0.714286), (""protocol development"", 0.714286), (""range development"", 0.714286), (""front office development"", 0.708333)]","Tuple{String,Float32}[(""back-end development"", 0.761905)]"
"key i.t. skills:ms office including word, excel, access and powerpoint, pms syst","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
customer satisfaction,"Tuple{String,Float32}[(""customer satisfaction"", 1.0), (""customer interaction"", 0.761905), (""customer validation"", 0.761905), (""customer interactions"", 0.714286), (""guest satisfaction"", 0.714286)]","Tuple{String,Float32}[(""customer registration"", 0.714286)]"
payroll,"Tuple{String,Float32}[(""payroll"", 1.0), (""parole"", 0.714286), (""patrol"", 0.714286)]","Tuple{String,Float32}[]"
inventor,"Tuple{String,Float32}[(""inventor"", 1.0), (""inventory"", 0.888889), (""inventer"", 0.875), (""invention"", 0.777778), (""investors"", 0.777778), (""coventor"", 0.75)]","Tuple{String,Float32}[]"
economics,"Tuple{String,Float32}[(""economics"", 1.0), (""economical"", 0.8), (""economists"", 0.8), (""ergonomics"", 0.8), (""economist"", 0.777778), (""econometrics"", 0.75)]","Tuple{String,Float32}[]"
tomcat,"Tuple{String,Float32}[(""tomcat"", 1.0), (""tomcat 5"", 0.75)]","Tuple{String,Float32}[]"
marketing management,"Tuple{String,Float32}[(""marketing management"", 1.0), (""meeting management"", 0.85), (""markdown management"", 0.8), (""artist management"", 0.75), (""learning management"", 0.75), (""magazine management"", 0.75), (""marketing agreements"", 0.75), (""material management"", 0.75), (""nursing management"", 0.75), (""training management"", 0.75), (""marketing budget management"", 0.740741), (""advertising management"", 0.727273), (""accounting management"", 0.714286), (""perception management"", 0.714286)]","Tuple{String,Float32}[]"
computer science,"Tuple{String,Float32}[(""computer science"", 1.0), (""computer oriented"", 0.764706), (""computer service"", 0.75), (""popular science"", 0.75), (""computer assistance"", 0.736842)]","Tuple{String,Float32}[]"
communication skills,"Tuple{String,Float32}[(""communication skills"", 1.0), (""communication skils"", 0.95), (""communicative skills"", 0.9), (""communication tools"", 0.8), (""communication systems"", 0.761905), (""co-ordination skills"", 0.75), (""communication audits"", 0.75), (""communication ethics"", 0.75), (""communication issues"", 0.75), (""communications law"", 0.75), (""consultation skills"", 0.75), (""coordination skills"", 0.75), (""organization skills"", 0.75), (""great communications skills"", 0.740741), (""communication solutions"", 0.73913), (""communication analysis"", 0.727273), (""communication written"", 0.714286), (""communications audits"", 0.714286)]","Tuple{String,Float32}[]"
promotions,"Tuple{String,Float32}[(""promotions"", 1.0), (""promotionals"", 0.833333), (""promotional"", 0.818182), (""promoting"", 0.8), (""co-promotions"", 0.769231), (""productions"", 0.727273)]","Tuple{String,Float32}[(""projections"", 0.727273)]"
audit interne,"Tuple{String,Float32}[]","Tuple{String,Float32}[]"
sap erp,"Tuple{String,Float32}[(""sap erp"", 1.0), (""sap ebp"", 0.857143), (""sap bbp"", 0.714286), (""sap crm"", 0.714286), (""sap ewm"", 0.714286), (""sap hr"", 0.714286), (""sap pp"", 0.714286), (""sap r2"", 0.714286), (""sap srm"", 0.714286), (""sap xap"", 0.714286)]","Tuple{String,Float32}[]"
sox,"Tuple{String,Float32}[(""csox"", 0.75)]","Tuple{String,Float32}[]"
product innovation,"Tuple{String,Float32}[(""product innovation"", 1.0), (""product incubation"", 0.833333), (""product allocation"", 0.777778), (""product ideation"", 0.777778), (""product introduction"", 0.75), (""product penetration"", 0.736842), (""product adoption"", 0.722222), (""product conception"", 0.722222), (""product creation"", 0.722222), (""product evolution"", 0.722222), (""product promotion"", 0.722222), (""product validation"", 0.722222), (""productization"", 0.722222), (""project initiation"", 0.722222)]","Tuple{String,Float32}[]"
innovation management,"Tuple{String,Float32}[(""innovation management"", 1.0), (""information management"", 0.863636), (""interaction management"", 0.818182), (""irrigation management"", 0.809524), (""location management"", 0.809524), (""conservation management"", 0.782609), (""installation management"", 0.782609), (""association management"", 0.772727), (""circulation management"", 0.772727), (""exploration management"", 0.772727), (""translation management"", 0.772727), (""congestion management"", 0.761905), (""deviation management"", 0.761905), (""foundation management"", 0.761905), (""litigation management"", 0.761905), (""migration management"", 0.761905), (""position management"", 0.761905), (""relation management"", 0.761905), (""reputation management"", 0.761905), (""resolution management"", 0.761905), (""situation management"", 0.761905), (""vegetation management"", 0.761905), (""hr information management"", 0.76), (""international management"", 0.75), (""investigation management"", 0.75), (""it operations management"", 0.75), (""conversation management"", 0.73913), (""organization management"", 0.73913), (""destination management"", 0.727273), (""escalations management"", 0.727273), (""expectation management"", 0.727273), (""transaction management"", 0.727273), (""utilization management"", 0.727273), (""multi-location management"", 0.72), (""transportation management"", 0.72), (""auction management"", 0.714286), (""coalition management"", 0.714286), (""division management"", 0.714286), (""domain management"", 0.714286), (""exception management"", 0.714286), (""exhibition management"", 0.714286), (""operations management"", 0.714286), (""perception management"", 0.714286), (""production management"", 0.714286), (""retention management"", 0.714286), (""transition management"", 0.714286), (""configuration management"", 0.708333)]","Tuple{String,Float32}[(""operations management"", 0.714286), (""operations management"", 0.714286)]"
communicator,"Tuple{String,Float32}[(""communicator"", 1.0), (""communication"", 0.846154), (""communicaitons"", 0.785714), (""communications"", 0.785714), (""commentator"", 0.75), (""communicational"", 0.733333), (""e-communication"", 0.733333), (""ecommunications"", 0.733333)]","Tuple{String,Float32}[(""communications"", 0.785714)]"
"oo perl, python, php5, cakephp, java spring, hibernate, ajax, jquery","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
"mysql, mssql, postgresql, mongodb","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
"ubuntu, redhat openshift, amazon aws, fedora, pcbsd, windows","Tuple{String,Float32}[]","Tuple{String,Float32}[]"
